Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9
1,-230,263,266,-587,4000,-358,4000,-2409
1,23,201,-61,290,4000,-706,4000,-1823
1,281,186,75,-479,4000,693,4000,-612
1,455,146,41,-695,4000,4000,4000,-1207
1,964,133,17,-743,4000,4000,4000,-1512
1,967,65,24,-522,4000,4000,4000,-2022
1,605,84,-290,96,4000,4000,4000,-2084
1,223,68,-476,-574,4000,4000,3494,-753
1,-104,65,-238,-437,4000,4000,2377,1411
1,-444,97,63,314,4000,4000,1410,1924
1,-628,103,410,-60,4000,4000,721,1130
1,257,127,501,-37,4000,-4000,-1124,1142
1,384,-129,683,438,3213,1120,3364,2182
1,465,-121,524,-689,2972,1472,2517,1704
1,-719,-141,-424,46,-4000,-1902,-4000,1059
1,224,56,451,-115,-2550,-247,-4000,43
1,334,9,568,590,4000,2940,861,-1363
1,351,-19,167,41,4000,3131,2969,-1363
1,714,26,-83,-628,4000,3072,3364,-1339
1,606,49,-283,-624,4000,3686,4000,-1274
1,144,16,-422,-603,4000,4000,4000,-1178
1,-6,-10,-462,-658,4000,4000,4000,-1062
1,-285,-14,-334,-120,4000,4000,4000,-928
1,-441,26,178,630,4000,4000,4000,-703
1,49,159,2941,257,-717,4000,4000,1307
1,38,181,1003,113,-4000,4000,4000,1859
1,-7,247,-1541,-163,-4000,4000,4000,2510
1,-33,63,-2204,689,-4000,4000,4000,4000
1,-37,12,-1760,459,-4000,4000,1532,4000
1,-114,-35,-1475,136,-4000,4000,-1909,4000
1,-128,-43,-1087,150,-4000,4000,-4000,4000
1,-47,-75,-566,113,-4000,3292,-4000,4000
1,-27,-151,2,34,-4000,2319,-3989,4000
1,40,-122,374,-46,-4000,1466,-1836,4000
1,11,-174,-6,-82,-4000,514,1670,4000
1,37,-171,-123,-206,-4000,-349,4000,4000
1,123,-118,-237,-336,-4000,-1135,4000,4000
1,90,-109,-67,-487,-4000,-1755,4000,4000
1,118,-47,-263,-551,-4000,-2286,4000,4000
1,110,-2,-776,-684,-4000,-2678,4000,4000
1,102,20,-801,-784,-4000,-3181,4000,4000
1,178,-33,-450,-623,-4000,-3635,4000,4000
1,255,-85,259,-490,-4000,-3962,4000,4000
1,250,-113,655,-428,-4000,-4000,4000,2704
1,319,-192,958,-487,-4000,-4000,4000,1716
1,446,-177,1293,-460,-4000,-4000,3999,1698
1,494,-131,1566,-370,-4000,-4000,1866,2616
1,603,-141,1747,-373,-4000,-4000,114,3719
1,1093,-157,1875,-523,-3665,-4000,-1124,4000
1,1311,-181,2592,-670,-1059,-4000,-1718,4000
1,715,-97,2486,-575,1230,-3854,-1802,4000
1,465,-19,1322,-246,3297,-3529,-1377,4000
1,-104,3,724,85,4000,-3262,-526,4000
1,-828,38,99,108,4000,-2965,-96,4000
1,-517,106,-255,-75,4000,-2843,-485,4000
1,-671,69,-519,-121,4000,-2754,-1070,4000
1,-1390,12,-678,-267,4000,-2737,-1136,4000
1,-1219,-7,-1041,199,4000,-2338,-2536,4000
1,-1219,68,-977,258,4000,-2353,-2353,-982
1,-807,82,-1041,-29,4000,-2527,-2388,-4000
1,-254,37,-816,53,4000,-2701,-2343,-4000
1,-193,-3,-225,406,4000,-2960,-2276,-4000
1,-174,48,306,614,4000,-3263,-2143,-4000
1,-185,131,349,503,4000,-3494,-2403,-4000
1,46,217,606,250,4000,-3586,-3112,-4000
1,558,251,822,554,4000,-3661,-3977,-4000
1,971,217,903,548,4000,-3714,-4000,-4000
1,1173,127,1485,614,4000,-3521,-4000,-4000
1,745,-30,2486,689,4000,-3270,-4000,-4000
1,595,-112,380,298,4000,-3383,-4000,-4000
1,567,-240,-497,402,4000,-3373,-4000,-4000
1,540,-272,-1020,437,4000,-3254,-4000,-4000
1,53,-192,-892,148,4000,-3124,-4000,-4000
1,-315,-200,-1106,-92,4000,-2998,-4000,-4000
1,-535,-203,-967,-202,4000,-2872,-4000,-4000
1,-665,-149,-761,-267,4000,-2791,-4000,-4000
1,-550,-112,-1813,-46,1770,-2705,-4000,-4000
1,-258,-31,-2253,129,-2602,-2575,-4000,-4000
1,429,95,-1925,175,-4000,-2473,-4000,-4000
1,890,180,-2204,19,-4000,-2250,-3338,-4000
1,1059,207,-2538,-35,-4000,-1961,1019,-4000
1,980,268,-2332,69,-4000,-1755,4000,-4000
1,448,248,-2045,96,-2144,-1698,4000,-4000
1,-123,142,-2069,203,2699,-1546,4000,-4000
1,-422,81,-1557,183,4000,-1355,4000,-4000
1,-404,4,-943,211,4000,-1135,4000,-4000
1,47,-50,-650,255,4000,-997,4000,-4000
1,695,-49,-317,218,4000,-810,4000,-4000
1,1372,-103,23,77,4000,-558,4000,-4000
1,1364,-127,423,44,4000,-419,4000,-4000
1,629,-138,1247,-41,4000,-202,4000,-4000
1,194,-35,2278,-189,4000,-25,4000,-4000
1,-476,89,2459,-277,4000,215,4000,-4000
1,-826,71,1833,-458,4000,469,4000,-4000
1,-844,35,1023,-508,4000,754,4000,-4000
1,-941,-40,390,-450,4000,1049,4000,-4000
1,-559,-42,82,-263,4000,1214,4000,-3724
1,-333,26,-101,-42,4000,1423,4000,-3451
1,-323,132,-281,-115,4000,1856,4000,-3191
1,-467,159,-452,-106,4000,2243,4000,-2134
1,-1039,136,181,-24,4000,2320,4000,1004
1,-1300,338,1279,734,-1854,2356,4000,4000
1,-649,307,1574,572,-4000,2421,4000,4000
1,-801,130,1550,90,-4000,2243,4000,4000
1,-421,-105,1096,-136,-4000,1864,4000,4000
1,1173,-295,598,-523,-4000,1704,4000,4000
1,-481,-133,-568,-59,-4000,3735,-3534,4000
1,-1316,-56,-556,150,-4000,3682,-4000,4000
1,-1357,253,-362,323,1018,3036,-4000,4000
1,-1026,326,-320,296,3904,1702,-4000,4000
1,-98,321,-350,73,3688,754,-4000,4000
1,100,203,-158,76,3074,505,-4000,4000
1,-309,87,370,55,440,402,-4000,4000
1,-407,24,710,124,-2550,966,-4000,4000
1,-494,-18,1639,364,-4000,1836,-4000,4000
1,-323,-86,2656,377,-4000,2556,-4000,4000
1,-187,-222,1940,146,-4000,3658,-4000,4000
1,-101,-161,1040,89,-4000,4000,-4000,4000
1,-779,-127,10,111,-4000,4000,-4000,4000
1,-1390,-122,-1227,3,-4000,4000,-4000,4000
1,-1219,-179,-2342,-87,-4000,4000,-4000,4000
1,-421,142,-1813,-113,-4000,4000,-4000,3666
1,1000,320,-1166,-123,-4000,3916,-4000,839
1,838,247,996,-30,4000,4000,4000,-4000
1,-52,278,580,-71,4000,4000,4000,-4000
1,-430,48,516,-181,4000,4000,4000,-4000
1,-738,-383,533,-370,4000,4000,4000,-4000
1,-323,-332,2474,-91,4000,3658,4000,-4000
1,725,5,2864,-347,4000,-1255,4000,-4000
1,21,-77,1690,-425,4000,-3787,-3688,-4000
1,-73,6,1299,-363,4000,-4000,-4000,-4000
1,-5,95,-102,-388,4000,-4000,-4000,-1917
1,74,148,-829,-315,4000,-4000,-4000,3467
1,-729,227,-1769,-136,4000,-4000,-4000,4000
1,-210,326,-2338,91,4000,-4000,-4000,4000
1,759,382,-2039,232,4000,-4000,-4000,4000
1,911,241,-1860,238,-1201,-4000,4000,4000
1,1116,86,-1812,317,-4000,-4000,4000,4000
1,1043,87,-2432,323,-4000,-4000,-2368,4000
1,674,98,-2707,187,-4000,-4000,-4000,4000
1,-195,103,-2253,6,-4000,-4000,-4000,4000
1,-313,-15,-1879,40,-4000,-3968,-4000,4000
1,-801,-105,-1101,132,-4000,-3440,-4000,4000
1,-1016,-232,-822,329,-4000,-3620,-4000,4000
1,-1045,-113,-881,467,-4000,-4000,-4000,1716
1,-1351,90,-625,438,-4000,-4000,-4000,-2797
1,-1284,455,1452,402,-4000,-4000,-4000,-4000
1,-248,103,1361,459,-4000,-4000,-4000,-4000
1,838,8,1106,467,-4000,-4000,-3390,-4000
1,1427,-28,728,532,-4000,-4000,-2679,-4000
1,1419,-22,188,547,-4000,-4000,-1444,-4000
1,1116,-62,179,426,-4000,-4000,681,-4000
1,774,-65,364,246,-4000,-3494,2191,-4000
1,934,42,736,159,-4000,-2457,4000,-4000
1,1103,106,1041,150,-4000,-1396,4000,-4000
1,1039,142,1021,150,-4000,-584,4000,-4000
1,790,56,988,197,-4000,-55,4000,-4000
1,267,37,541,226,-4000,401,4000,-4000
1,37,63,93,236,-4000,896,4000,-4000
1,-207,33,-245,270,-4000,1417,4000,-4000
1,-221,32,-485,245,-4000,1920,4000,-4000
1,-216,21,-247,269,-4000,2580,4000,-4000
1,-327,-81,-328,377,-4000,3296,4000,-4000
1,-396,-158,-470,524,-4000,4000,4000,-4000
1,-323,-116,-291,669,-4000,4000,4000,-4000
1,-228,-68,-129,705,-4000,4000,4000,-3072
1,-106,21,179,577,-3718,4000,4000,-940
1,16,115,410,378,-3445,4000,4000,470
1,11,127,516,103,-3172,4000,4000,1142
1,-127,64,562,-261,-2938,4000,4000,1513
1,-260,17,502,-617,-2706,4000,4000,1525
1,-376,-65,777,-724,-2309,4000,4000,318
1,-62,-86,899,-616,-2128,4000,4000,-491
1,49,-102,622,-365,-1963,4000,4000,-1339
1,82,-133,303,-149,-1818,4000,-4000,-2035
1,177,-118,77,-74,-1658,4000,-4000,-2491
1,204,-113,-103,59,-1528,4000,-4000,-2975
1,243,-114,-25,51,-1422,4000,-4000,-3383
1,211,-91,-18,92,-1318,4000,-4000,-3539
1,247,-111,137,50,-1210,4000,-4000,-3644
1,168,-93,380,23,-1125,4000,-4000,-3718
1,110,-70,837,11,-924,3934,-4000,-3397
1,97,-101,1452,-71,1352,2905,-4000,-2509
1,98,-63,1159,-81,4000,1519,-4000,-1330
1,133,45,451,-126,4000,139,-4000,-56
1,133,99,-35,-93,4000,-1444,-4000,2030
1,101,37,-474,-112,4000,-2986,-4000,4000
1,85,-16,-690,-111,4000,-4000,-4000,4000
1,61,-145,-943,-119,4000,-4000,-4000,4000
1,46,-232,-951,-97,4000,-4000,-117,4000
1,-56,-298,-986,-11,4000,-4000,4000,4000
1,-126,-391,-1150,-144,1710,-4000,4000,4000
1,-104,-332,-1386,-297,-408,-4000,4000,4000
1,-91,-253,-1427,-277,-586,-4000,4000,4000
1,-14,-224,-1191,-193,4000,-4000,4000,4000
1,-41,-188,-976,-173,4000,-4000,4000,4000
1,7,-134,-572,-225,4000,-4000,4000,4000
1,183,-74,-405,-393,4000,-4000,4000,4000
1,134,-20,-153,-458,4000,-4000,4000,4000
1,-74,40,71,-80,4000,-4000,4000,4000
1,-197,82,229,232,4000,-4000,4000,4000
1,-297,114,677,329,4000,-4000,4000,4000
1,-266,167,1104,375,4000,-4000,4000,4000
1,-236,237,1257,171,4000,-4000,4000,4000
1,-213,262,858,95,4000,-4000,4000,4000
1,-77,227,556,83,4000,-4000,4000,4000
1,-72,213,385,80,4000,-1526,4000,4000
1,-46,124,463,91,4000,1344,4000,4000
1,-20,44,837,-7,4000,2893,3852,4000
1,-1,-8,947,-12,4000,3735,2558,2954
1,-20,-129,801,-7,4000,3849,53,890
1,-101,-206,354,-57,4000,3720,-2125,-904
1,-66,-150,-333,-53,4000,3837,-4000,-2462
1,-12,-59,-951,-62,4000,3751,-4000,-3740
1,-44,-85,-1427,-141,-4000,3292,-4000,-4000
1,-79,-64,-1679,-184,-4000,2556,-4000,-4000
1,-99,-8,-1811,-265,-4000,1398,-4000,-4000
1,-127,-45,-1797,-325,-4000,658,-4000,-4000
1,-107,-35,-1321,-265,-4000,331,-4000,-4000
1,-53,-23,-1010,-162,-4000,1515,-4000,-4000
1,25,-31,-768,-82,-4000,3349,-4000,-4000
1,72,-78,-491,-93,-4000,3348,-4000,-4000
1,69,-129,-220,-90,-4000,2840,-4000,-4000
1,-3,-134,109,-99,-4000,2633,-4000,-4000
1,-92,-105,154,-86,-4000,2644,-4000,-4000
1,-174,19,331,-169,-4000,2633,-4000,-4000
1,-180,144,345,-446,-4000,2633,-4000,-4000
1,-68,217,368,-701,-4000,2644,-4000,-4000
1,114,-96,467,-760,-4000,2123,-4000,-4000
1,147,-243,497,-654,-4000,2295,-4000,-4000
1,30,-318,514,-495,-4000,2840,-4000,-4000
1,-77,-426,451,-249,-4000,2442,-4000,-4000
1,-99,-299,334,-328,-4000,1390,-4000,-4000
1,-32,-53,423,-307,-4000,-107,-4000,-4000
1,39,135,642,-72,-4000,-2026,-4000,-4000
1,30,162,677,229,-4000,-2840,-4000,-4000
1,8,33,590,507,-3474,-2547,-3390,-4000
1,-32,25,533,304,-225,-2443,-2667,-4000
1,-70,42,423,209,-90,-2853,-2241,-4000
1,-54,217,307,263,-2175,-2095,-2028,-4000
1,-24,455,144,240,-4000,-907,-2024,-4000
1,-31,524,53,191,-4000,-907,-1781,-3785
1,-88,363,5,107,-4000,-1262,-1458,-3606
1,-77,252,-110,54,-4000,-1420,-1136,-3137
1,-60,237,-118,-51,-4000,-1228,-672,-2362
1,-73,-1,51,-77,-1198,-1457,-244,-2022
1,-9,-52,566,5,2971,-2157,268,-2132
1,32,-84,785,14,4000,-2703,702,-1143
1,46,-141,268,-8,4000,-3127,1052,-153
1,8,-122,-162,-25,4000,-2727,1483,182
1,-159,-430,-482,-44,4000,-1330,1925,340
1,-224,-513,-682,53,4000,-695,2244,238
1,-185,-344,-681,130,4000,-724,2452,462
1,-150,-118,-515,105,4000,-346,2517,591
1,12,201,-247,-2,4000,-945,2517,1085
1,177,189,-120,-137,4000,-1489,2582,1329
1,253,133,33,-84,4000,-1123,2823,1592
1,253,34,66,55,4000,-617,3103,1977
1,161,52,132,142,4000,394,3214,1651
1,161,298,186,206,4000,1663,2972,1270
1,245,461,142,270,4000,2162,2375,695
1,263,461,150,290,4000,1466,1996,12
1,220,347,115,236,4000,358,1931,-140
1,155,335,37,218,4000,-680,1661,328
1,95,261,11,269,4000,-546,1467,403
1,45,313,35,210,4000,114,1538,448
1,-18,387,59,77,4000,498,1548,174
1,-33,316,5,-1,4000,1856,1345,-622
1,-28,290,-152,-83,4000,3148,1203,-1723
1,-55,195,-217,-29,4000,3556,1314,-2543
1,5,74,-259,6,4000,3461,1503,-885
1,43,91,-236,59,4000,3101,1735,1026
1,40,55,-259,91,4000,2710,2164,1728
1,-5,20,-250,80,4000,2047,2635,2013
1,-71,95,-123,134,4000,1502,2873,1909
1,-77,258,-105,93,4000,1567,3038,1435
1,-110,526,-59,100,4000,1899,3103,1411
1,-79,347,-29,75,4000,2102,3075,1771
1,-97,-65,18,46,4000,2421,3205,2888
1,-113,-243,-32,20,4000,2385,3465,4000
1,-85,-499,-63,-16,4000,2116,3689,4000
1,-116,-543,45,0,4000,1502,3793,4000
1,-122,-383,40,218,4000,801,3398,3356
1,-146,-486,19,345,4000,179,2297,1001
1,-123,-504,53,181,4000,-617,1538,-1925
1,-73,-395,79,16,3008,-1041,1734,-4000
1,-9,-188,48,-200,898,-1375,2049,-3320
1,37,29,-16,-255,-1324,-1900,1757,-491
1,34,-31,-48,-288,-2455,-2575,948,563
1,5,-222,-71,-421,-2940,-3127,-88,991
1,-4,-582,-52,-506,-3433,-3555,-1209,1142
1,20,-557,62,-200,-4000,-3714,-1522,1240
1,4,-480,37,-75,-4000,-3588,-1250,601
1,79,-102,33,0,-4000,-3405,-1161,304
1,78,152,9,-10,-4000,-2986,-1421,434
1,77,266,61,-44,-4000,-2705,-2251,564
1,37,110,14,-54,-4000,-2664,-3064,149
1,-38,20,-24,-7,-4000,-2626,-3590,-168
1,-105,141,-10,4,-4000,-2575,-3792,11
1,-71,168,-54,-44,-4000,-2626,-3652,-160
1,-74,189,-49,38,-4000,-2691,-3320,686
1,-147,120,-64,144,-4000,-2419,-2968,877
1,-105,-69,-47,181,-4000,-1914,-2693,-571
1,-45,-239,203,52,-4000,-1070,-2127,-1310
1,5,-88,451,-51,-4000,-6,-1635,-1599
1,-25,258,215,-157,-4000,884,-1185,-2910
1,-84,449,10,-160,-4000,997,-61,-3997
1,-92,347,-85,-181,-2163,-65,571,-2944
1,-86,-5,-208,-310,1787,-2008,286,-1048
1,-46,17,-165,-359,4000,-4000,-264,125
1,-15,228,-169,-323,4000,-4000,-1209,235
1,32,99,-104,-25,3334,-4000,-2340,-13
1,16,-32,-106,159,2363,-4000,-3112,58
1,-34,-294,-100,115,2759,-4000,-3273,-703
1,70,-532,-64,81,4000,-4000,-2075,-2022
1,146,-151,-51,144,4000,-4000,-902,-993
1,188,184,-68,130,4000,-4000,482,550
1,210,290,-18,120,4000,-4000,2118,874
1,117,198,-4,45,4000,-3962,3689,671
1,29,199,140,50,4000,-2737,4000,882
1,112,294,502,104,4000,-1829,4000,782
1,109,474,841,76,4000,-1396,4000,601
1,182,507,372,187,-2875,-411,128,666
1,147,294,211,111,-3925,195,-1266,721
1,98,142,103,99,-2045,740,-1889,750
1,41,58,-422,33,-966,1358,-1684,800
1,3,-46,-602,-33,-3864,1901,-1377,960
1,-85,-217,-365,-39,-4000,2442,-1291,1128
1,-119,-391,35,-59,-4000,3007,-1524,941
1,-157,-513,219,-72,-4000,3735,-2109,674
1,-205,-596,-232,-66,-4000,4000,-2874,800
1,-140,-467,-411,-38,-4000,4000,-3688,686
1,-101,-194,-616,12,-4000,4000,-4000,438
1,-55,-76,-754,28,-4000,4000,-4000,174
1,-73,-85,-855,16,-4000,3916,-4000,-91
1,-58,-69,-906,-8,-4000,4000,-4000,-246
1,12,5,-755,-21,-4000,4000,-4000,-288
1,16,67,-198,5,-4000,4000,-4000,-47
1,47,16,1127,-10,-3791,4000,-4000,414
1,43,63,1452,-63,-616,4000,-3928,785
1,0,72,545,-81,-2028,4000,-2968,854
1,-39,69,20,-63,-4000,4000,-2210,1199
1,-83,117,-275,-36,-4000,4000,-1051,1561
1,-147,126,-491,-55,-4000,4000,214,1541
1,-120,107,150,-55,-4000,4000,1475,1506
1,-83,38,313,-71,-4000,4000,2823,1411
1,-77,-37,-674,-34,-4000,4000,3999,1332
1,13,-178,-1231,-39,-4000,4000,4000,1129
1,68,-379,-1850,-32,-2822,4000,4000,1185
1,155,-480,-1557,-23,-2043,4000,4000,1411
1,147,-504,-829,-4,-3313,4000,4000,1598
1,-14,-354,-452,38,-4000,4000,4000,1715
1,-126,-179,527,52,-4000,4000,4000,1632
1,-188,-112,1127,90,-4000,4000,4000,1850
1,-157,1,1314,83,-4000,4000,4000,2042
1,-100,59,976,50,-4000,4000,4000,2351
1,-63,124,661,-34,-4000,4000,3793,2819
1,-33,155,183,-95,-4000,4000,2358,3226
1,-37,128,-167,-74,-4000,4000,1178,3747
1,-12,85,-18,12,-4000,4000,71,3458
1,-20,65,-234,27,-4000,4000,-1197,2753
1,-32,93,-180,3,-4000,4000,-2756,1989
1,-37,113,-215,24,-4000,4000,-4000,743
1,-64,152,77,29,-4000,4000,-4000,-166
1,-7,189,710,51,-4000,3621,-4000,-784
1,-13,229,787,60,-4000,3148,-4000,-1296
1,9,154,1150,34,-4000,2710,-4000,-772
1,22,64,1161,-33,-4000,2320,-4000,70
1,-42,56,515,-105,-4000,1929,-4000,2
1,-50,-19,-47,-210,-4000,1539,-4000,46
1,-74,-51,-162,-262,-4000,1157,-4000,-203
1,-83,-5,354,-234,-4000,758,-4000,-587
1,-81,-52,68,-193,-4000,347,-4000,-398
1,-37,-113,-519,-119,-4000,-52,-4000,-654
1,-62,-131,-690,-120,-4000,-407,-4000,-781
1,-107,-152,-710,-129,-4000,-695,-4000,-875
1,-93,-90,-84,-148,-4000,-940,-4000,-1049
1,-85,-43,-122,-223,-4000,-1184,-4000,-1013
1,-31,26,-441,-141,-4000,-1290,-4000,-1123
1,-23,68,349,7,-1980,-1316,-4000,-1117
1,25,103,1473,64,106,-1396,-4000,-1238
1,45,172,1770,47,2581,-1522,-4000,-1344
1,36,290,1212,22,4000,-1715,-4000,-1465
1,62,372,392,-22,4000,-1888,-4000,-1382
1,100,306,-257,-50,4000,-1977,-4000,-1143
1,161,282,-776,10,4000,-2054,-4000,-1296
1,145,233,-1476,22,4000,-2160,-4000,-1404
1,88,110,-1720,16,4000,-2338,-4000,-1503
1,11,-3,-1524,51,4000,-2452,-4000,-1404
1,-44,-126,-1101,38,4000,-2547,-3064,-1208
1,-58,-244,-165,41,4000,-2752,4000,-1083
1,-67,-299,388,10,4000,-2998,4000,-1005
1,-67,-324,201,-44,4000,-3323,4000,-944
1,-29,-379,-247,11,4000,-3714,4000,-1078
1,78,-507,-491,80,4000,-4000,4000,-1192
1,228,-440,-739,43,4000,-4000,4000,-858
1,195,-151,-584,31,4000,-4000,4000,-736
1,-4,14,858,-44,4000,-4000,4000,-772
1,-16,263,1934,-71,4000,-4000,4000,-597
1,2,316,1184,37,4000,-4000,4000,-557
1,-19,103,237,75,4000,-4000,4000,-626
1,-29,140,-470,26,4000,-4000,4000,-530
1,-6,186,-1022,-38,4000,-4000,4000,-484
1,-66,278,-561,20,4000,-4000,4000,-397
1,-111,328,451,105,4000,-4000,4000,-103
1,-37,326,557,91,4000,-4000,4000,333
1,-123,321,-125,37,1313,-4000,4000,540
1,-172,215,-607,22,-1324,-3974,4000,389
1,4,143,-1280,56,-4000,-3765,4000,-47
1,197,-53,-1451,80,-4000,-3453,4000,-474
1,319,-133,-1065,98,-4000,-3262,4000,-287
1,346,-93,107,50,-4000,-3062,4000,-138
1,165,-211,1247,-147,-4000,-2872,4000,-395
1,113,-383,1119,-338,-4000,-2675,4000,-407
1,-12,-609,-529,85,-2937,-1652,-4000,825
1,-21,-197,-1557,133,-2040,-1495,-4000,798
1,-167,108,-2525,95,-172,-1262,-4000,686
1,-477,347,-2452,61,1083,-1030,-4000,817
1,-620,526,-1925,69,932,-745,-4000,1065
1,-552,520,-544,-263,-2569,-358,-4000,1838
1,-554,363,23,-247,-3266,-163,-4000,2182
1,-632,280,1379,-300,-3194,27,-4000,2237
1,-433,229,2612,-414,-2227,237,-4000,2119
1,-185,199,2474,-487,-814,419,-4000,1918
1,287,20,1900,-364,271,571,-4000,851
1,1419,-91,2929,-226,1580,599,-4000,-319
1,880,91,1951,402,3610,861,-3377,-1318
1,408,86,-452,402,3753,1004,-1999,-1465
1,42,33,-1612,199,4000,1083,-733,-1168
1,-1001,10,-2139,182,4000,1157,-4000,-150
1,-946,98,-1826,96,4000,1051,-4000,-153
1,-885,28,-2631,150,4000,871,-4000,-240
1,-645,47,-2489,177,4000,766,-4000,-325
1,-623,71,-298,193,3538,628,-4000,-301
1,-767,63,1348,341,1568,506,-4000,426
1,-504,190,1127,316,391,315,-4000,1496
1,19,147,1045,114,-746,163,-4000,2225
1,269,71,476,-49,-2338,85,-4000,2575
1,408,79,-776,-34,-1719,124,-1522,2575
1,686,186,-1280,38,422,213,4000,2640
1,595,191,-2820,122,1756,282,4000,2445
1,322,-242,-2497,-29,3399,678,4000,1598
1,214,-351,-1622,-94,4000,817,4000,1142
1,408,-360,-593,-271,4000,792,4000,760
1,660,-228,144,-359,4000,817,4000,686
1,1032,-128,1127,-540,4000,860,4000,766
1,895,-114,1729,-527,4000,871,4000,788
1,986,-87,1965,-197,4000,843,4000,947
1,1112,253,2347,185,4000,961,4000,1114
1,325,342,2864,203,4000,737,4000,882
1,-392,201,1964,-4,4000,211,4000,352
1,-832,125,1452,76,4000,-257,4000,-435
1,-527,62,354,118,-2706,-589,4000,-846
1,-431,121,-776,150,-4000,-745,4000,-622
1,-345,87,-953,153,4000,-874,4000,387
1,-450,203,-556,-33,4000,-879,4000,1768
1,-719,247,-568,-153,4000,-835,4000,2575
1,-860,160,-869,-350,4000,-704,4000,1893
1,-956,110,-491,-633,182,-483,4000,62
1,-453,62,46,-657,-4000,-337,4000,-2090
1,72,180,-57,-379,-4000,-188,4000,-4000
1,416,233,288,-251,-4000,-67,4000,-4000
1,32,162,476,-284,-4000,18,-3790,-4000
1,-453,-3,198,-190,4000,89,-4000,-4000
1,-974,-78,38,-36,4000,144,-4000,-4000
1,-1479,-236,541,69,4000,200,-4000,-2087
1,-1455,-181,89,270,4000,276,-4000,878
1,-1365,17,606,92,4000,54,-4000,2367
1,-767,44,345,-104,4000,-83,-4000,2249
1,204,112,91,-147,4000,-163,-4000,1975
1,1181,124,72,-197,4000,-143,-4000,1574
1,963,-407,-1746,-56,4000,2800,4000,760
1,774,-352,-976,-151,2972,3286,4000,751
1,635,-411,-584,-220,-3274,3212,4000,837
1,384,-403,-513,-389,-4000,2295,4000,882
1,-55,-379,-595,-511,-4000,441,4000,932
1,-339,-499,98,-555,-4000,-2315,-156,1020
1,-307,-427,1062,-580,-4000,-4000,-4000,1077
1,-121,-460,1289,-393,-4000,-4000,-4000,1205
1,129,-549,1035,-233,-4000,-4000,-4000,1207
1,-150,-444,958,-17,-4000,-4000,-4000,1240
1,-380,-440,970,67,-4000,-4000,-4000,1138
1,-430,-306,87,53,-4000,-4000,-4000,1059
1,-105,-247,-450,-42,-4000,-4000,-4000,947
1,253,-196,-931,-148,-4000,-4000,-4000,800
1,315,-253,-1526,-72,-4000,-4000,-4000,563
1,321,-283,-1252,-148,-4000,-4000,-4000,308
1,473,-35,-937,-265,-4000,1449,-4000,58
1,790,-6,-649,-247,-4000,4000,-4000,-205
1,920,3,-489,-192,-4000,4000,-4000,-473
1,712,-81,-164,-147,-4000,4000,-4000,-759
1,390,-261,72,67,-4000,4000,-4000,-993
1,55,-360,110,207,-4000,4000,-4000,-1269
1,-315,-257,343,296,-4000,4000,-4000,-1428
1,-484,-72,284,322,-4000,4000,-4000,-1518
1,-618,132,423,337,-4000,4000,-4000,-1577
1,-586,290,882,524,-4000,4000,-4000,-1648
1,-570,300,1538,598,-4000,2159,-4000,-1735
1,-517,347,2095,701,-4000,-289,-4000,-1735
1,-323,347,2095,686,-4000,-2481,-4000,-1664
1,-302,440,2356,587,-4000,-4000,-4000,-1530
1,-315,487,1627,548,-4000,-4000,-4000,-1404
1,-307,500,503,533,-4000,-4000,-3312,-1296
1,96,579,-141,586,-4000,-4000,-839,-1143
1,595,615,-1016,549,-4000,-4000,1223,-1078
1,-246,520,-422,558,-2616,1299,3400,451
1,-303,399,-497,587,-2422,2422,3528,876
1,-203,363,-430,572,-1854,3231,3611,1150
1,-159,387,-378,653,-1192,3916,3673,1264
1,-236,485,-202,720,-1755,4000,3616,1372
1,-298,583,196,620,-1890,4000,3754,1403
1,-350,615,969,496,-1738,4000,4000,1578
1,-444,550,557,337,-1590,4000,4000,1830
1,-323,461,-48,304,-1049,4000,4000,1989
1,-148,420,-225,210,2634,4000,4000,2182
1,-48,374,-576,150,4000,4000,4000,2153
1,187,420,-527,100,4000,4000,4000,2029
1,408,391,-515,99,4000,4000,4000,1924
1,460,332,-336,158,4000,4000,4000,1716
1,660,377,80,169,4000,4000,4000,1411
1,1029,282,931,236,4000,4000,4000,1128
1,1311,273,1368,193,4000,4000,4000,760
1,955,227,1021,161,4000,4000,4000,422
1,312,181,789,131,4000,4000,4000,111
1,155,203,312,137,4000,4000,4000,-184
1,-132,167,3,118,4000,4000,4000,-472
1,-321,142,-138,-2,3297,4000,4000,-753
1,-327,146,-312,-216,-1378,4000,4000,-1013
1,-388,136,-302,-551,-4000,4000,4000,-1257
1,-441,109,-162,-654,-4000,4000,4000,-1375
1,-510,60,16,-680,-649,4000,4000,-1453
1,-612,12,39,-578,4000,4000,4000,-1468
1,-729,-60,132,-562,4000,4000,4000,-1438
1,-619,-144,149,-784,4000,4000,4000,-1322
1,-605,-101,252,-670,4000,2442,4000,-858
1,-492,-140,242,-458,4000,-102,4000,-455
1,-457,-179,158,-251,4000,-2534,4000,-59
1,-367,-241,133,-166,4000,-4000,4000,163
1,-136,-284,63,-104,4000,-4000,4000,329
1,188,-269,-27,83,4000,-4000,4000,469
1,410,-264,-9,402,4000,-4000,4000,617
1,377,-307,34,590,4000,-4000,4000,850
